id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
195,Calosoma scrutator,Fiery Searcher Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,scrutator
196,Carabus coriaceus,Carabus coriaceus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,coriaceus
197,Carabus granulatus,Granulated Ground Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,granulatus
198,Carabus nemoralis,Wood Ground-beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,nemoralis
199,Cicindela aurulenta,Golden-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,aurulenta
200,Cicindela campestris,Green Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,campestris
201,Cicindela duodecimguttata,Twelve-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,duodecimguttata
202,Cicindela formosa,Beautiful Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,formosa
203,Cicindela hirticollis,Hairy-necked Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,hirticollis
204,Cicindela hybrida,Northern Dune Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,hybrida
205,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,longilabris
206,Cicindela ocellata,Ocellated Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,ocellata
207,Cicindela oregona,Oregon Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,oregona
208,Cicindela punctulata,Backroad Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,punctulata
209,Cicindela purpurea,Purple Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,purpurea
210,Cicindela repanda,Bronzed Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,repanda
211,Cicindela scutellaris,Festive Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,scutellaris
212,Cicindela sexguttata,Six-spotted Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,sexguttata
213,Cicindela tranquebarica,Oblique-lined Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,tranquebarica
214,Cicindela trifasciata,S-banded Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,trifasciata
215,Harpalus rufipes,Strawberry Seed Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rufipes
216,Scaphinotus angusticollis,Narrow-collared Snail-eating Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scaphinotus,angusticollis
217,Scarites subterraneus,Big-headed Ground Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scarites,subterraneus
218,Tetracha carolina,Carolina Metallic Tiger Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Tetracha,carolina
219,Agapanthia villosoviridescens,Golden-bloomed Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Agapanthia,villosoviridescens
220,Analeptura lineola,Analeptura lineola,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Analeptura,lineola
221,Aromia moschata,Musk beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Aromia,moschata
222,Cerambyx scopolii,Capricorn beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Cerambyx,scopolii
223,Clytus arietis,Wasp Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Clytus,arietis
224,Clytus ruricola,Round-necked Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Clytus,ruricola
225,Dendrobias mandibularis,Long-jawed Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Dendrobias,mandibularis
226,Desmocerus palliatus,Elderberry Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Desmocerus,palliatus
227,Eburia quadrigeminata,Ivory-marked Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Eburia,quadrigeminata
228,Elaphidion mucronatum,Spined Oak Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Elaphidion,mucronatum
229,Graphisurus fasciatus,Banded Graphisurus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Graphisurus,fasciatus
230,Knulliana cincta,Banded Hickory Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Knulliana,cincta
231,Leptura quadrifasciata,four-banded longhorn beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Leptura,quadrifasciata
232,Lepturobosca chrysocoma,Yellow Velvet Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lepturobosca,chrysocoma
233,Mallodon dasystomus,Hardwood Stump Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Mallodon,dasystomus
234,Megacyllene robiniae,Locust Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Megacyllene,robiniae
235,Monochamus clamator,Spotted Pine Sawyer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Monochamus,clamator
236,Monochamus notatus,Northeastern Pine Sawyer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Monochamus,notatus
237,Monochamus scutellatus,White-spotted Sawyer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Monochamus,scutellatus
238,Morimus asper,Morimus asper,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Morimus,asper
239,Neoclytus acuminatus,Red-headed Ash Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Neoclytus,acuminatus
240,Orthosoma brunneum,Brown Prionid,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Orthosoma,brunneum
241,Plectrodera scalator,Cottonwood Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Plectrodera,scalator
242,Prionoplus reticularis,Huhu,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionoplus,reticularis
243,Prionus californicus,California Prionus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus,californicus
244,Prionus coriarius,The Tanner,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus,coriarius
245,Prionus imbricornis,Tile-horned Prionus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus,imbricornis
246,Prionus laticollis,Broad-necked Root Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus,laticollis
247,Pseudovadonia livida,Fairy-ring Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Pseudovadonia,livida
248,Rhagium inquisitor,Ribbed Pine Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rhagium,inquisitor
249,Rhagium mordax,Blackspotted Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rhagium,mordax
250,Rosalia funebris,Banded Alder Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rosalia,funebris
251,Rutpela maculata,Spotted Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rutpela,maculata
252,Sphaenothecus bilineatus,Double-banded Bycid,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Sphaenothecus,bilineatus
253,Stenurella melanura,Black-striped Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenurella,melanura
254,Stictoleptura canadensis,Red-shouldered Pine Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stictoleptura,canadensis
255,Stictoleptura rubra,Red Pine Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stictoleptura,rubra
256,Strangalepta abbreviata,Strangalepta Flower Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalepta,abbreviata
257,Strangalia luteicornis,Yellow-horned Lepture,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalia,luteicornis
258,Tetraopes femoratus,Red-femured Milkweed Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Tetraopes,femoratus
259,Tetraopes tetrophthalmus,Eastern Milkweed Longhorn Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Tetraopes,tetrophthalmus
260,Trichocnemis spiculatus,Spined Woodborer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Trichocnemis,spiculatus
261,Typocerus velutinus,Banded Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Typocerus,velutinus
262,Typocerus zebra,Zebra Longhorn,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Typocerus,zebra
263,Xylotrechus colonus,Rustic Borer Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Xylotrechus,colonus
264,Acalymma vittatum,Striped Cucumber Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acalymma,vittatum
265,Agelastica alni,Alder Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Agelastica,alni
266,Anomoea laticlavia,Clay-colored Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Anomoea,laticlavia
267,Aspidimorpha miliaris,Spotted Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Aspidimorpha,miliaris
268,Cassida rubiginosa,Thistle Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida,rubiginosa
269,Cerotoma trifurcata,Bean Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cerotoma,trifurcata
270,Charidotella sexpunctata,Golden Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Charidotella,sexpunctata
271,Chrysochus auratus,Dogbane Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysochus,auratus
272,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysochus,cobaltinus
273,Chrysolina americana,Rosemary Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,americana
274,Chrysolina bankii,Chrysolina bankii,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,bankii
275,Chrysolina fastuosa,Dead-nettle Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,fastuosa
276,Chrysomela populi,Poplar Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,populi
277,Chrysomela scripta,Cottonwood Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,scripta
278,Chrysomela vigintipunctata,Spotted Willow Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,vigintipunctata
279,Clytra laeviuscula,Clytra laeviuscula,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Clytra,laeviuscula
280,Deloyala guttata,Mottled Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Deloyala,guttata
281,Diabrotica balteata,Banded Cucumber Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,balteata
282,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,undecimpunctata
283,Disonycha glabrata,Pigweed Flea Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Disonycha,glabrata
284,Galeruca tanaceti,Galeruca tanaceti,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Galeruca,tanaceti
285,Gastrophysa viridula,Green Dock-beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula
286,Helocassis clavata,Clavate Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Helocassis,clavata
287,Labidomera clivicollis,Milkweed Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Labidomera,clivicollis
288,Lema daturaphila,Three-lined Potato Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lema,daturaphila
289,Leptinotarsa decemlineata,Colorado Potato Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,decemlineata
290,Leptinotarsa juncta,False Potato Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,juncta
291,Lilioceris lilii,Lily Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lilioceris,lilii
292,Omophoita cyanipennis,Eight-spotted Flea Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Omophoita,cyanipennis
293,Ophraella communa,ragweed leaf beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Ophraella,communa
294,Plagiodera versicolora,Willow Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Plagiodera,versicolora
295,Timarcha tenebricosa,Bloody-nosed Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Timarcha,tenebricosa
296,Trachymela sloanei,Australian Tortoise Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trachymela,sloanei
297,Xanthogaleruca luteola,Elm Leaf Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Xanthogaleruca,luteola
298,Zygogramma signatipennis,Zygogramma signatipennis,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Zygogramma,signatipennis
299,Trichodes alvearius,Trichodes alvearius,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,alvearius
300,Trichodes apiarius,Trichodes apiarius,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,apiarius
301,Trichodes ornatus,Common Checkered Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,ornatus
302,Adalia bipunctata,Two-spotted Ladybug,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,bipunctata
303,Adalia decempunctata,Ten-spotted Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,decempunctata
304,Anatis ocellata,Eyed Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anatis,ocellata
305,Calvia quatuordecimguttata,Cream-spot Ladybird,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Calvia,quatuordecimguttata
306,Cheilomenes lunata,Lunate Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,lunata
307,Cheilomenes sexmaculata,Six-spotted Zigzag Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,sexmaculata
308,Chilocorus stigma,Twice-stabbed Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,stigma
309,Coccinella californica,California Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,californica
310,Coccinella septempunctata,Seven-spotted Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,septempunctata
311,Coccinella transversalis,Small Transverse Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,transversalis
312,Coccinella trifasciata,Three-banded Ladybug,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,trifasciata
313,Coccinella undecimpunctata,Eleven-spotted Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,undecimpunctata
314,Coelophora inaequalis,Common Australian Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coelophora,inaequalis
315,Coleomegilla maculata,Spotted Ladybeetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla,maculata
316,Cryptolaemus montrouzieri,Mealybug Destroyer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cryptolaemus,montrouzieri
317,Cycloneda munda,Polished Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,munda
318,Cycloneda polita,Western Spotless Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,polita
319,Cycloneda sanguinea,Spotless Ladybird,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,sanguinea
320,Epilachna mexicana,Epilachna mexicana,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Epilachna,mexicana
321,Exochomus quadripustulatus,Pine Ladybird,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Exochomus,quadripustulatus
322,Halmus chalybeus,Steelblue Ladybird,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halmus,chalybeus
323,Halyzia sedecimguttata,Orange Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,sedecimguttata
324,Harmonia axyridis,Asian Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis
325,Harmonia conformis,Large Spotted Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,conformis
326,Henosepilachna vigintioctopunctata,Hadda Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Henosepilachna,vigintioctopunctata
327,Hippodamia convergens,Convergent Lady Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,convergens
328,Hippodamia variegata,Adonis Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,variegata
329,Illeis galbula,Fungus-eating ladybird,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Illeis,galbula
330,Olla v-nigrum,Ashy Gray Ladybug,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Olla,v-nigrum
331,Propylea quatuordecimpunctata,Fourteen-spotted Ladybug,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea,quatuordecimpunctata
332,Psyllobora vigintiduopunctata,22-spot Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,vigintiduopunctata
333,Psyllobora vigintimaculata,20-spotted Ladybird Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,vigintimaculata
334,Cactophagus spinolae,Cactus Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Cactophagus,spinolae
335,Cyrtepistomus castaneus,Asiatic Oak Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Cyrtepistomus,castaneus
336,Diaprepes abbreviatus,Diaprepes Root Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Diaprepes,abbreviatus
337,Larinus carlinae,Canada Thistle Bud Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Larinus,carlinae
338,Otiorhynchus sulcatus,Black Vine Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,sulcatus
339,Pantomorus cervinus,Fuller's rose weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Pantomorus,cervinus
340,Phyllobius pomaceus,Phyllobius pomaceus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,pomaceus
341,Polydrusus formosus,Green Immigrant Leaf Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,formosus
342,Rhodobaenus quinquepunctatus,Cocklebur Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhodobaenus,quinquepunctatus
343,Rhynchophorus ferrugineus,Red Palm Weevil,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynchophorus,ferrugineus
344,Anthrenus verbasci,Varied Carpet Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,verbasci
345,Dermestes lardarius,Larder Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,lardarius
346,Agrypnus murinus,Agrypnus murinus,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agrypnus,murinus
347,Alaus lusciosus,Texas Eyed Click Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Alaus,lusciosus
348,Alaus oculatus,Eastern Eyed Click Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Alaus,oculatus
349,Cypherotylus californicus,Blue Fungus Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Erotylidae,Cypherotylus,californicus
350,Megalodacne heros,Pleasing Fungus Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Erotylidae,Megalodacne,heros
351,Anoplotrupes stercorosus,Woodland Dor Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Anoplotrupes,stercorosus
352,Trypocopris vernalis,Springtime Dung Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Trypocopris,vernalis
353,Ellychnia corrusca,Diurnal Firefly,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Ellychnia,corrusca
354,Lampyris noctiluca,Common Glowworm,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Lampyris,noctiluca
355,Lucidota atra,Black Firefly,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Lucidota,atra
356,Photinus pyralis,Common Eastern Firefly,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Photinus,pyralis
357,Dorcus parallelipipedus,Lesser Stag Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Dorcus,parallelipipedus
358,Lucanus capreolus,Reddish-brown Stag Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,capreolus
359,Lucanus cervus,European Stag Beetle,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,cervus
