label,parent_label,idx,parent_idx
['ligand'],['substance'],392,116
['namesake'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",393,92
['foreshore'],"['geological_formation', 'formation']",394,21
"['heterosexual', 'heterosexual_person', 'straight_person', 'straight']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",395,92
['nonsmoker'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",396,92
['assessee'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",397,92
['deaf_person'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",398,92
['chemical_irritant'],['substance'],399,116
['crystal'],['solid'],400,124
['percher'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",401,92
['Elizabethan'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",402,92
['sleepyhead'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",403,92
"['balker', 'baulker', 'noncompliant']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",404,92
['ectomorph'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",405,92
['hoper'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",406,92
"['neighbor', 'neighbour']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",407,92
['ward'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",408,92
['tagger'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",409,92
"['starting_signal', 'start']","['signal', 'signaling', 'sign']",410,83
"['living_thing', 'animate_thing']","['whole', 'unit']",411,84
['symbol'],"['signal', 'signaling', 'sign']",412,83
"['literate', 'literate_person']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",413,92
"['poster', 'posting', 'placard', 'notice', 'bill', 'card']",['sign'],414,67
['tiger'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",415,92
['jelly'],['substance'],416,116
['sex_object'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",417,92
['personage'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",418,92
['preserver'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",419,92
['delta'],"['alluvial_sediment', 'alluvial_deposit', 'alluvium', 'alluvion']",420,384
['coward'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",421,92
['lover'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",422,92
"['poison', 'toxicant', 'poisonous_substance']",['substance'],423,116
['worker'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",424,92
['denaturant'],['substance'],425,116
['experimenter'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",426,92
['adjudicator'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",427,92
"['inoculant', 'inoculum']",['substance'],428,116
['tyrant'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",429,92
['rester'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",430,92
"['signer', 'signatory']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",431,92
['supernumerary'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",432,92
['fomentation'],['substance'],433,116
['introvert'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",434,92
['Jat'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",435,92
['player'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",436,92
['plastic'],['solid'],437,124
"['primitive', 'primitive_person']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",438,92
['relict'],"['geological_formation', 'formation']",439,21
['abator'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",440,92
"['abstainer', 'abstinent', 'nondrinker']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",441,92
"['sum', 'total', 'totality', 'aggregate']","['whole', 'unit']",442,84
['unskilled_person'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",443,92
['hydrocolloid'],['substance'],444,116
"['celebrant', 'celebrator', 'celebrater']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",445,92
['bomber'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",446,92
['gatherer'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",447,92
"['Taurus', 'Bull']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",448,92
['sounding_board'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",449,92
['good_guy'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",450,92
"['powder', 'pulverization', 'pulverisation']",['solid'],451,124
['amorphous_shape'],"['shape', 'form']",452,113
['drumbeat'],"['signal', 'signaling', 'sign']",453,83
"['double', 'image', 'look-alike']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",454,92
"['signpost', 'guidepost']",['sign'],455,67
"['explorer', 'adventurer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",456,92
"['fugitive', 'runaway', 'fleer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",457,92
['spurner'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",458,92
"['debaser', 'degrader']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",459,92
['gambler'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",460,92
['precipitate'],['solid'],461,124
['ticktack'],"['signal', 'signaling', 'sign']",462,83
['thrower'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",463,92
['totemist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",464,92
"['pisser', 'urinator']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",465,92
['man_jack'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",466,92
['shore'],"['geological_formation', 'formation']",467,21
['suspect'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",468,92
"['stigmatic', 'stigmatist']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",469,92
['line'],"['shape', 'form']",470,113
"['advocate', 'advocator', 'proponent', 'exponent']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",471,92
['figure'],"['shape', 'form']",472,113
"['picker', 'chooser', 'selector']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",473,92
['bugle_call'],"['signal', 'signaling', 'sign']",474,83
['blogger'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",475,92
"['applicant', 'applier']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",476,92
"['protoplasm', 'living_substance']",['substance'],477,110
"['best', 'topper']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",478,92
"['rich_person', 'wealthy_person', 'have']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",479,92
"['traveler', 'traveller']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",480,92
['orphan'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",481,92
['middlebrow'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",482,92
"['gainer', 'weight_gainer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",483,92
['African'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",484,92
['admirer'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",485,92
"['agnostic', 'doubter']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",486,92
['nonworker'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",487,92
['Slav'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",488,92
['occultist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",489,92
['kink'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",490,92
"['copycat', 'imitator', 'emulator', 'ape', 'aper']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",491,92
['chameleon'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",492,92
"['peer', 'equal', 'match', 'compeer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",493,92
['high_sign'],"['signal', 'signaling', 'sign']",494,83
['small_person'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",495,92
"['column', 'tower', 'pillar']","['shape', 'form']",496,113
"['disputant', 'controversialist', 'eristic']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",497,92
"['masturbator', 'onanist']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",498,92
"['disentangler', 'unraveler', 'unraveller']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",499,92
"['material', 'stuff']",['substance'],500,110
"['baby_boomer', 'boomer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",501,92
"['debtor', 'debitor']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",502,92
['cripple'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",503,92
['slave'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",504,92
['junior'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",505,92
"['transfer', 'transferee']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",506,92
"['natural_elevation', 'elevation']","['geological_formation', 'formation']",507,21
"['national', 'subject']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",508,92
['propositus'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",509,92
['fiduciary'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",510,92
['case'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",511,92
"['greeter', 'saluter', 'welcomer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",512,92
"['lubricant', 'lubricator', 'lubricating_substance', 'lube']",['substance'],513,116
"['subject', 'case', 'guinea_pig']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",514,92
['activator'],['substance'],515,110
['hater'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",516,92
['monocline'],"['geological_formation', 'formation']",517,21
['capitalist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",518,92
['square'],"['shape', 'form']",519,113
['sphinx'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",520,92
"['differentiator', 'discriminator']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",521,92
"['leaven', 'leavening']",['substance'],522,116
"['drug_user', 'substance_abuser', 'user']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",523,92
"[""plumber's_snake"", 'auger']",['hand_tool'],524,4340
['mailer'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",525,92
['advisee'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",526,92
"['effecter', 'effector']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",527,92
"['dead_person', 'dead_soul', 'deceased_person', 'deceased', 'decedent', 'departed']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",528,92
['appendage'],"['part', 'portion']",529,70
"['Aquarius', 'Water_Bearer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",530,92
['loose_cannon'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",531,92
['follower'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",532,92
['survivalist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",533,92
['apprehender'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",534,92
"['homosexual', 'homophile', 'homo', 'gay']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",535,92
['sloucher'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",536,92
['dresser'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",537,92
['grunter'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",538,92
['realist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",539,92
['chemistry'],['substance'],540,110
['radio_beacon'],"['signal', 'signaling', 'sign']",541,83
['counterterrorist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",542,92
['roundhead'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",543,92
['oceanfront'],"['geological_formation', 'formation']",544,21
['closer'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",545,92
"['extrovert', 'extravert']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",546,92
['vanisher'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",547,92
['rectifier'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",548,92
['radical'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",549,92
['mixture'],['substance'],550,110
['user'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",551,92
['vehicle'],['substance'],552,116
['birth'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",553,92
"['ruler', 'swayer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",554,92
['diapir'],"['geological_formation', 'formation']",555,21
['winker'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",556,92
['ferment'],['substance'],557,116
['cave'],"['geological_formation', 'formation']",558,21
"['knower', 'apprehender']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",559,92
['gentile'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",560,92
"['bullfighter', 'toreador']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",561,92
"['Leo', 'Lion']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",562,92
['ridge'],"['geological_formation', 'formation']",563,21
['volatile'],['substance'],564,110
['active'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",565,92
"['dancer', 'social_dancer']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",566,92
['archaist'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",567,92
['mouse'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",568,92
['revenant'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",569,92
"['pamperer', 'spoiler', 'coddler', 'mollycoddler']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",570,92
['self'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",571,92
['body_substance'],['substance'],572,110
['essence'],['substance'],573,110
"['inhabitant', 'habitant', 'dweller', 'denizen', 'indweller']","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",574,92
['snuffler'],"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']",575,92
